mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.26864185333251955,0.01536192998751622,0.010286998748779298,0.001690902224098163,10,2,2,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.8848684210526315,0.8782894736842105,0.8766447368421053,0.8879736408566722,0.8797364085667215,0.8815025362004683,0.004248424848523089,64
0.5363959789276123,0.01781259297034561,0.015854930877685545,0.0017396138690094246,10,2,2,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.8848684210526315,0.8782894736842105,0.881578947368421,0.8879736408566722,0.8797364085667215,0.8824893783057313,0.003515221353616814,61
0.13447046279907227,0.005736369394968948,0.006755208969116211,0.0016028309333417272,10,2,5,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 50}",0.8848684210526315,0.8782894736842105,0.8865131578947368,0.886326194398682,0.8813838550247117,0.8834762204109945,0.0031800596898406736,60
0.2685396194458008,0.004393767580366629,0.009818935394287109,0.0012646146716076808,10,2,5,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.8848684210526315,0.8865131578947368,0.8914473684210527,0.8830313014827018,0.8896210873146623,0.887096267233157,0.003070311373404584,54
0.5463848114013672,0.022086977158992088,0.017644834518432618,0.0018099059430517345,10,2,5,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.8766447368421053,0.8782894736842105,0.8865131578947368,0.8846787479406919,0.8813838550247117,0.8815019942772914,0.0037183523198959178,65
0.13230977058410645,0.006231106805078895,0.006299066543579102,0.000661755106362698,10,2,10,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",0.8766447368421053,0.8766447368421053,0.8766447368421053,0.886326194398682,0.8797364085667215,0.8791993626983439,0.0037592150283210354,73
0.25835328102111815,0.007873971706874783,0.010457181930541992,0.001673947344308162,10,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.868421052631579,0.875,0.8766447368421053,0.886326194398682,0.8780889621087314,0.8768961891962196,0.005759069488777637,80
0.5172413349151611,0.018517086798556612,0.016204166412353515,0.0021556960778824565,10,2,10,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.8651315789473685,0.875,0.8799342105263158,0.8912685337726524,0.8797364085667215,0.8782141463626116,0.008451949368180367,78
0.13448238372802734,0.008472790405269054,0.005891990661621094,0.0007622842269875099,10,4,2,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",0.8799342105263158,0.8782894736842105,0.881578947368421,0.8764415156507414,0.8846787479406919,0.8801845790340762,0.0028215757789378875,68
0.25763697624206544,0.008777809422562335,0.009110450744628906,0.0008089149512215238,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.868421052631579,0.8766447368421053,0.8848684210526315,0.886326194398682,0.886326194398682,0.880517319864736,0.00703895885046466,66
0.5108777523040772,0.012748570388550446,0.016890335083007812,0.002500221063177022,10,4,2,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.8733552631578947,0.8717105263157895,0.8832236842105263,0.8896210873146623,0.8813838550247117,0.879858883204717,0.006597588160039505,71
0.13175597190856933,0.004954888605567024,0.005658245086669922,0.0009978346212457141,10,4,5,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",0.8799342105263158,0.8782894736842105,0.881578947368421,0.8764415156507414,0.8846787479406919,0.8801845790340762,0.0028215757789378875,68
0.26210737228393555,0.007713207865545149,0.009877777099609375,0.0008618837715347277,10,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.868421052631579,0.8766447368421053,0.8848684210526315,0.886326194398682,0.886326194398682,0.880517319864736,0.00703895885046466,66
0.5236155033111572,0.023305097925399542,0.01688094139099121,0.002372871946166871,10,4,5,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.8733552631578947,0.8717105263157895,0.8832236842105263,0.8896210873146623,0.8813838550247117,0.879858883204717,0.006597588160039505,71
0.1316455841064453,0.00675465174925756,0.005795478820800781,0.000534207608243345,10,4,10,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",0.875,0.8733552631578947,0.8766447368421053,0.8846787479406919,0.8830313014827018,0.8785420098846787,0.004491349767035374,76
0.2547012805938721,0.011933015297839803,0.009277105331420898,0.0017168069902924812,10,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.8717105263157895,0.875,0.8733552631578947,0.8846787479406919,0.8813838550247117,0.8772256784878175,0.004963654690229922,79
0.5201528549194336,0.012318068059749691,0.018509960174560545,0.002579265675207896,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.8651315789473685,0.8766447368421053,0.8766447368421053,0.8912685337726524,0.8830313014827018,0.8785441775773867,0.008592520861182769,75
